Month Name,Month,Year,Query Count,Query Text,Month Num,Rank,Volume,Volume #,,,,,,,,
July,,2014,14,Burkitt Place,7,40102,,,,,,,,,,
July,,2014,16,burn permit,7,40102,,,,,,,,,,
July,,2014,42,business license,7,40102,,,,,,,,,,
July,,2014,9,business license application,7,40102,,,,,,,,,,
July,,2014,8,buzzsaw,7,40102,,,,,,,,,,
July,,2014,8,cadets,7,40102,,,,,,,,,,
July,,2014,11,cafr,7,40102,,,,,,,,,,
July,,2014,8,calendar,7,40102,,,,,,,,,,
July,,2014,40,careers,7,40102,,,,,,,,,,
July,,2014,13,ccc,7,40102,,,,,,,,,,
July,,2014,29,centennial park,7,40102,,,,,,,,,,
July,,2014,11,Centennial park,7,40102,,,,,,,,,,
July,,2014,8,certificate of occupancy,7,40102,,,,,,,,,,
July,,2014,12,chancery,7,40102,,,,,,,,,,
July,,2014,15,chancery court,7,40102,,,,,,,,,,
July,,2014,19,child support,7,40102,,,,,,,,,,
July,,2014,12,circuit clerk,7,40102,,,,,,,,,,
July,,2014,16,circuit court,7,40102,,,,,,,,,,
July,,2014,10,circuit court clerk,7,40102,,,,,,,,,,
July,,2014,16,citizen information notice,7,40102,,,,,,,,,,
July,,2014,25,civil service,7,40102,,,,,,,,,,
July,,2014,36,civil service rules,7,40102,,,,,,,,,,
July,,2014,12,civil service rules for metro employees,7,40102,,,,,,,,,,
July,,2014,8,classes,7,40102,,,,,,,,,,
July,,2014,92,codes,7,40102,,,,,,,,,,
July,,2014,8,Codes,7,40102,,,,,,,,,,
July,,2014,17,codes administration,7,40102,,,,,,,,,,
July,,2014,19,codes department,7,40102,,,,,,,,,,
July,,2014,8,codes violations,7,40102,,,,,,,,,,
July,,2014,8,community correction probation program,7,40102,,,,,,,,,,
July,,2014,9,community event request,7,40102,,,,,,,,,,
July,,2014,10,competitive bidding,7,40102,,,,,,,,,,
July,,2014,7,construction easements,7,40102,,,,,,,,,,
July,,2014,15,contact,7,40102,,,,,,,,,,
July,,2014,10,convenience center,7,40102,,,,,,,,,,
July,,2014,8,council agenda,7,40102,,,,,,,,,,
July,,2014,8,council insurance,7,40102,,,,,,,,,,
July,,2014,37,county clerk,7,40102,,,,,,,,,,
July,,2014,24,court,7,40102,,,,,,,,,,
July,,2014,10,court clerk,7,40102,,,,,,,,,,
July,,2014,10,court dates,7,40102,,,,,,,,,,
July,,2014,8,court dockets,7,40102,,,,,,,,,,
July,,2014,17,courts,7,40102,,,,,,,,,,
July,,2014,12,Crenshaw,7,40102,,,,,,,,,,
July,,2014,23,crime map,7,40102,,,,,,,,,,
July,,2014,9,criminal clerk,7,40102,,,,,,,,,,
July,,2014,65,criminal court,7,40102,,,,,,,,,,
July,,2014,11,Criminal court,7,40102,,,,,,,,,,
July,,2014,113,criminal court clerk,7,40102,,,,,,,,,,
July,,2014,16,Criminal court clerk,7,40102,,,,,,,,,,
July,,2014,9,criminal courts,7,40102,,,,,,,,,,
July,,2014,34,criminal records,7,40102,,,,,,,,,,
July,,2014,18,Cumberland park,7,40102,,,,,,,,,,
July,,2014,13,cumberland park,7,40102,,,,,,,,,,
July,,2014,16,curfew,7,40102,,,,,,,,,,
July,,2014,18,data,7,40102,,,,,,,,,,
July,,2014,8,Davidson county,7,40102,,,,,,,,,,
July,,2014,9,davidson county clerk,7,40102,,,,,,,,,,
July,,2014,9,deeds,7,40102,,,,,,,,,,
July,,2014,30,dell corporation,7,40102,,,,,,,,,,
July,,2014,10,demolition,7,40102,,,,,,,,,,
July,,2014,10,demolition permits,7,40102,,,,,,,,,,
July,,2014,8,dental,7,40102,,,,,,,,,,
July,,2014,7,development tracker,7,40102,,,,,,,,,,
July,,2014,10,directory,7,40102,,,,,,,,,,
July,,2014,8,district map,7,40102,,,,,,,,,,
July,,2014,12,divorce,7,40102,,,,,,,,,,
July,,2014,9,divorce records,7,40102,,,,,,,,,,
July,,2014,14,dmv,7,40102,,,,,,,,,,
July,,2014,8,dog license,7,40102,,,,,,,,,,
July,,2014,7,domestic partnership,7,40102,,,,,,,,,,
July,,2014,17,domestic violence,7,40102,,,,,,,,,,
July,,2014,8,downtown code,7,40102,,,,,,,,,,
July,,2014,15,drivers license,7,40102,,,,,,,,,,
July,,2014,10,dump,7,40102,,,,,,,,,,
July,,2014,9,e bid,7,40102,,,,,,,,,,
July,,2014,11,e permits,7,40102,,,,,,,,,,
July,,2014,41,early voting,7,40102,,,,,,,,,,
July,,2014,8,early voting locations,7,40102,,,,,,,,,,
July,,2014,8,easements,7,40102,,,,,,,,,,
July,,2014,182,ebid,7,40102,,,,,,,,,,
July,,2014,22,Ebid,7,40102,,,,,,,,,,
July,,2014,11,EBID,7,40102,,,,,,,,,,
July,,2014,14,ebid nashville,7,40102,,,,,,,,,,
July,,2014,8,ebs,7,40102,,,,,,,,,,
July,,2014,13,EDUCATIONAL CONSULTATIONS OF NASHVILLE,7,40102,,,,,,,,,,
July,,2014,20,election,7,40102,,,,,,,,,,
July,,2014,48,election commission,7,40102,,,,,,,,,,
July,,2014,8,election results,7,40102,,,,,,,,,,
July,,2014,12,elections,7,40102,,,,,,,,,,
July,,2014,12,electrical permit,7,40102,,,,,,,,,,
July,,2014,20,email,7,40102,,,,,,,,,,
July,,2014,8,Email,7,40102,,,,,,,,,,
July,,2014,8,emission testing,7,40102,,,,,,,,,,
July,,2014,13,emissions,7,40102,,,,,,,,,,
July,,2014,12,emissions testing,7,40102,,,,,,,,,,
July,,2014,8,employee assistance program,7,40102,,,,,,,,,,
July,,2014,12,employee directory,7,40102,,,,,,,,,,
July,,2014,9,employee email,7,40102,,,,,,,,,,
July,,2014,10,employee salaries,7,40102,,,,,,,,,,
July,,2014,76,employee self service,7,40102,,,,,,,,,,
July,,2014,7,employee self service log in,7,40102,,,,,,,,,,
July,,2014,110,employment,7,40102,,,,,,,,,,
July,,2014,23,Employment,7,40102,,,,,,,,,,
July,,2014,14,employment opportunities,7,40102,,,,,,,,,,
July,,2014,8,ems,7,40102,,,,,,,,,,
July,,2014,8,Enid,7,40102,,,,,,,,,,
July,,2014,82,ess,7,40102,,,,,,,,,,
July,,2014,11,Ethics Code,7,40102,,,,,,,,,,
July,,2014,7,events,7,40102,,,,,,,,,,
July,,2014,13,farmers market,7,40102,,,,,,,,,,
July,,2014,9,felicia bender,7,40102,,,,,,,,,,
July,,2014,17,fence,7,40102,,,,,,,,,,
July,,2014,9,file a police report for car accident,7,40102,,,,,,,,,,
July,,2014,8,file accident report,7,40102,,,,,,,,,,
July,,2014,17,finance,7,40102,,,,,,,,,,
July,,2014,11,fingerprint,7,40102,,,,,,,,,,
July,,2014,13,fingerprinting,7,40102,,,,,,,,,,
July,,2014,12,fire,7,40102,,,,,,,,,,
July,,2014,25,fire department,7,40102,,,,,,,,,,
July,,2014,7,fire department active incidents,7,40102,,,,,,,,,,
July,,2014,8,fire marshall,7,40102,,,,,,,,,,
July,,2014,51,fireworks,7,40102,,,,,,,,,,
July,,2014,13,Fireworks,7,40102,,,,,,,,,,
July,,2014,9,fmla,7,40102,,,,,,,,,,
July,,2014,18,food stamps,7,40102,,,,,,,,,,
July,,2014,12,food truck,7,40102,,,,,,,,,,
July,,2014,30,forms,7,40102,,,,,,,,,,
July,,2014,10,general sessions,7,40102,,,,,,,,,,
July,,2014,10,general sessions court,7,40102,,,,,,,,,,
July,,2014,42,gis,7,40102,,,,,,,,,,
July,,2014,13,GIS,7,40102,,,,,,,,,,
July,,2014,13,golf,7,40102,,,,,,,,,,
July,,2014,8,golf tournament,7,40102,,,,,,,,,,
July,,2014,22,google,7,40102,,,,,,,,,,
July,,2014,8,greenways,7,40102,,,,,,,,,,
July,,2014,10,head start,7,40102,,,,,,,,,,
July,,2014,29,health department,7,40102,,,,,,,,,,
July,,2014,14,health fairs,7,40102,,,,,,,,,,
July,,2014,9,historic overlay,7,40102,,,,,,,,,,
July,,2014,7,holidays,7,40102,,,,,,,,,,
July,,2014,10,hospital authority,7,40102,,,,,,,,,,
July,,2014,11,hotels,7,40102,,,,,,,,,,
July,,2014,10,hours of operation,7,40102,,,,,,,,,,
July,,2014,7,how money is spent,7,40102,,,,,,,,,,
July,,2014,13,hr,7,40102,,,,,,,,,,
July,,2014,8,human relations,7,40102,,,,,,,,,,
July,,2014,74,human resources,7,40102,,,,,,,,,,
July,,2014,9,Human resources,7,40102,,,,,,,,,,
July,,2014,8,hunting,7,40102,,,,,,,,,,
July,,2014,26,im,7,40102,,,,,,,,,,
July,,2014,10,impound auction,7,40102,,,,,,,,,,
July,,2014,9,information phone number,7,40102,,,,,,,,,,
July,,2014,13,inmate,7,40102,,,,,,,,,,
July,,2014,82,inmate search,7,40102,,,,,,,,,,
July,,2014,18,Inmate search,7,40102,,,,,,,,,,
July,,2014,16,inmates,7,40102,,,,,,,,,,
July,,2014,37,inside metro,7,40102,,,,,,,,,,
July,,2014,20,interactive maps,7,40102,,,,,,,,,,
July,,2014,28,internship,7,40102,,,,,,,,,,
July,,2014,17,Internships,7,40102,,,,,,,,,,
July,,2014,10,internships,7,40102,,,,,,,,,,
July,,2014,8,iod pension,7,40102,,,,,,,,,,
July,,2014,21,iprocurement,7,40102,,,,,,,,,,
July,,2014,41,isupplier,7,40102,,,,,,,,,,
July,,2014,8,ITS reports,7,40102,,,,,,,,,,
July,,2014,10,jail,7,40102,,,,,,,,,,
July,,2014,8,jail administrator job description,7,40102,,,,,,,,,,
July,,2014,18,jerry brown,7,40102,,,,,,,,,,
July,,2014,7,job,7,40102,,,,,,,,,,
July,,2014,18,job descriptions,7,40102,,,,,,,,,,
July,,2014,36,job openings,7,40102,,,,,,,,,,
July,,2014,9,job opportunities,7,40102,,,,,,,,,,
July,,2014,127,jobs,7,40102,,,,,,,,,,
July,,2014,27,Jobs,7,40102,,,,,,,,,,
July,,2014,14,jobs openings,7,40102,,,,,,,,,,
July,,2014,9,joseph j o'neil death cert.,7,40102,,,,,,,,,,
July,,2014,8,jury duty,7,40102,,,,,,,,,,
July,,2014,13,juvenile court,7,40102,,,,,,,,,,
July,,2014,11,kennel laws,7,40102,,,,,,,,,,
July,,2014,8,kevin howard,7,40102,,,,,,,,,,
July,,2014,9,kimberly beard,7,40102,,,,,,,,,,
July,,2014,38,kiva,7,40102,,,,,,,,,,
July,,2014,11,lakewood liabilities,7,40102,,,,,,,,,,
July,,2014,15,lentz,7,40102,,,,,,,,,,
July,,2014,11,Lentz,7,40102,,,,,,,,,,
July,,2014,7,libraries,7,40102,,,,,,,,,,
July,,2014,40,library,7,40102,,,,,,,,,,
July,,2014,7,license,7,40102,,,,,,,,,,
July,,2014,8,lien release form,7,40102,,,,,,,,,,
July,,2014,9,live incidents,7,40102,,,,,,,,,,
July,,2014,9,mail,7,40102,,,,,,,,,,
July,,2014,18,map,7,40102,,,,,,,,,,
July,,2014,23,mapping,7,40102,,,,,,,,,,
July,,2014,121,maps,7,40102,,,,,,,,,,
July,,2014,12,Maps,7,40102,,,,,,,,,,
July,,2014,11,mark macy,7,40102,,,,,,,,,,
July,,2014,15,marriage,7,40102,,,,,,,,,,
July,,2014,47,marriage license,7,40102,,,,,,,,,,
July,,2014,9,marriage licenses,7,40102,,,,,,,,,,
July,,2014,11,Marriage records,7,40102,,,,,,,,,,
July,,2014,8,marriage records,7,40102,,,,,,,,,,
July,,2014,10,Mathew matthews,7,40102,,,,,,,,,,
July,,2014,7,mayors signs law,7,40102,,,,,,,,,,
July,,2014,13,mdha,7,40102,,,,,,,,,,
July,,2014,60,media release,7,40102,,,,,,,,,,
July,,2014,12,Media release,7,40102,,,,,,,,,,
July,,2014,102,media releases,7,40102,,,,,,,,,,
July,,2014,44,Media releases,7,40102,,,,,,,,,,
July,,2014,7,Meth,7,40102,,,,,,,,,,
July,,2014,8,metro action,7,40102,,,,,,,,,,
July,,2014,10,metro action commission,7,40102,,,,,,,,,,
July,,2014,13,metro animal control,7,40102,,,,,,,,,,
July,,2014,8,metro clerk,7,40102,,,,,,,,,,
July,,2014,17,metro codes,7,40102,,,,,,,,,,
July,,2014,8,"metro council meeting July 1, 214",7,40102,,,,,,,,,,
July,,2014,8,metro maps,7,40102,,,,,,,,,,
July,,2014,7,metro parks,7,40102,,,,,,,,,,
July,,2014,9,metro pay plan,7,40102,,,,,,,,,,
July,,2014,7,metro pay plan 2014,7,40102,,,,,,,,,,
July,,2014,9,metro police,7,40102,,,,,,,,,,
July,,2014,50,metro water,7,40102,,,,,,,,,,
July,,2014,19,metro water services,7,40102,,,,,,,,,,
July,,2014,10,Metropolitan Historic Commission,7,40102,,,,,,,,,,
July,,2014,9,Metropolitan Nashville Airport Authority Ethics Code,7,40102,,,,,,,,,,
July,,2014,12,midtown,7,40102,,,,,,,,,,
July,,2014,9,mill creek basin,7,40102,,,,,,,,,,
July,,2014,9,minute book c,7,40102,,,,,,,,,,
July,,2014,9,missing persons,7,40102,,,,,,,,,,
July,,2014,14,mnps,7,40102,,,,,,,,,,
July,,2014,8,Mosquito,7,40102,,,,,,,,,,
July,,2014,8,most wanted,7,40102,,,,,,,,,,
July,,2014,11,mta,7,40102,,,,,,,,,,
July,,2014,17,mug shots,7,40102,,,,,,,,,,
July,,2014,9,mugshot,7,40102,,,,,,,,,,
July,,2014,31,mugshots,7,40102,,,,,,,,,,
July,,2014,9,municipal golf tourney,7,40102,,,,,,,,,,
July,,2014,11,music city center,7,40102,,,,,,,,,,
July,,2014,16,Nashville,7,40102,,,,,,,,,,
July,,2014,7,nashville fire,7,40102,,,,,,,,,,
July,,2014,12,nashville next,7,40102,,,,,,,,,,
July,,2014,9,nashville shores,7,40102,,,,,,,,,,
July,,2014,15,new gun laws,7,40102,,,,,,,,,,
July,,2014,8,noise complaint,7,40102,,,,,,,,,,
July,,2014,11,nolensville college grove,7,40102,,,,,,,,,,
July,,2014,46,notary,7,40102,,,,,,,,,,
July,,2014,10,occupant load,7,40102,,,,,,,,,,
July,,2014,7,office of innovation,7,40102,,,,,,,,,,
July,,2014,9,office of minority and Women Business Assistance,7,40102,,,,,,,,,,
July,,2014,9,online property maps,7,40102,,,,,,,,,,
July,,2014,43,open data,7,40102,,,,,,,,,,
July,,2014,17,Open enrollment,7,40102,,,,,,,,,,
July,,2014,9,ordinance,7,40102,,,,,,,,,,
July,,2014,21,ordinances,7,40102,,,,,,,,,,
July,,2014,8,parcel,7,40102,,,,,,,,,,
July,,2014,9,PARCEL 65,7,40102,,,,,,,,,,
July,,2014,38,parking,7,40102,,,,,,,,,,
July,,2014,8,parking in front of your house,7,40102,,,,,,,,,,
July,,2014,9,Parking laws on streets,7,40102,,,,,,,,,,
July,,2014,8,parking meters,7,40102,,,,,,,,,,
July,,2014,23,parks,7,40102,,,,,,,,,,
July,,2014,22,Parthenon,7,40102,,,,,,,,,,
July,,2014,20,parthenon,7,40102,,,,,,,,,,
July,,2014,14,Parthenon hours,7,40102,,,,,,,,,,
July,,2014,10,passport,7,40102,,,,,,,,,,
July,,2014,8,patronizing prostitute arrests,7,40102,,,,,,,,,,
July,,2014,8,pay bill,7,40102,,,,,,,,,,
July,,2014,27,pay plan,7,40102,,,,,,,,,,
July,,2014,23,pay scale,7,40102,,,,,,,,,,
July,,2014,9,pay ticket,7,40102,,,,,,,,,,
July,,2014,68,payroll,7,40102,,,,,,,,,,
July,,2014,16,Payroll,7,40102,,,,,,,,,,
July,,2014,8,paystub,7,40102,,,,,,,,,,
July,,2014,12,pension,7,40102,,,,,,,,,,
July,,2014,11,permit,7,40102,,,,,,,,,,
July,,2014,9,permit application,7,40102,,,,,,,,,,
July,,2014,105,permits,7,40102,,,,,,,,,,
July,,2014,17,personal history statement,7,40102,,,,,,,,,,
July,,2014,9,phone number,7,40102,,,,,,,,,,
July,,2014,9,Phone number,7,40102,,,,,,,,,,
July,,2014,12,pictures of nashville,7,40102,,,,,,,,,,
July,,2014,9,PILOT,7,40102,,,,,,,,,,
July,,2014,33,planning,7,40102,,,,,,,,,,
July,,2014,11,planning commission,7,40102,,,,,,,,,,
July,,2014,11,planning department,7,40102,,,,,,,,,,
July,,2014,140,police,7,40102,,,,,,,,,,
July,,2014,39,Police,7,40102,,,,,,,,,,
July,,2014,10,police academy,7,40102,,,,,,,,,,
July,,2014,34,police department,7,40102,,,,,,,,,,
July,,2014,10,Police department,7,40102,,,,,,,,,,
July,,2014,23,police dept,7,40102,,,,,,,,,,
July,,2014,12,police media release,7,40102,,,,,,,,,,
July,,2014,12,police media releases,7,40102,,,,,,,,,,
July,,2014,13,police records,7,40102,,,,,,,,,,
July,,2014,32,police report,7,40102,,,,,,,,,,
July,,2014,12,police reports,7,40102,,,,,,,,,,
July,,2014,11,pool,7,40102,,,,,,,,,,
July,,2014,10,pools,7,40102,,,,,,,,,,
July,,2014,13,population,7,40102,,,,,,,,,,
July,,2014,10,probate court,7,40102,,,,,,,,,,
July,,2014,8,probation,7,40102,,,,,,,,,,
July,,2014,8,probation officer,7,40102,,,,,,,,,,
July,,2014,42,procurement,7,40102,,,,,,,,,,
July,,2014,16,projects,7,40102,,,,,,,,,,
July,,2014,24,property,7,40102,,,,,,,,,,
July,,2014,9,Property appraisal,7,40102,,,,,,,,,,
July,,2014,11,property ass,7,40102,,,,,,,,,,
July,,2014,8,property assesor,7,40102,,,,,,,,,,
July,,2014,9,property assessment,7,40102,,,,,,,,,,
July,,2014,33,property assessor,7,40102,,,,,,,,,,
July,,2014,14,property map,7,40102,,,,,,,,,,
July,,2014,151,property maps,7,40102,,,,,,,,,,
July,,2014,14,Property maps,7,40102,,,,,,,,,,
July,,2014,14,Property Maps,7,40102,,,,,,,,,,
July,,2014,17,property records,7,40102,,,,,,,,,,
July,,2014,10,property search,7,40102,,,,,,,,,,
July,,2014,9,property surveyor,7,40102,,,,,,,,,,
July,,2014,45,property tax,7,40102,,,,,,,,,,
July,,2014,9,property tax sale,7,40102,,,,,,,,,,
July,,2014,43,property taxes,7,40102,,,,,,,,,,
July,,2014,13,Prostitution,7,40102,,,,,,,,,,
July,,2014,11,Public Auctions,7,40102,,,,,,,,,,
July,,2014,21,public records,7,40102,,,,,,,,,,
July,,2014,26,public utility easement,7,40102,,,,,,,,,,
July,,2014,68,public works,7,40102,,,,,,,,,,
July,,2014,11,Public works,7,40102,,,,,,,,,,
July,,2014,7,public works construction,7,40102,,,,,,,,,,
July,,2014,22,purchasing,7,40102,,,,,,,,,,
July,,2014,10,quit claim deed,7,40102,,,,,,,,,,
July,,2014,8,rabies,7,40102,,,,,,,,,,
July,,2014,13,real estate,7,40102,,,,,,,,,,
July,,2014,9,recent arrests,7,40102,,,,,,,,,,
July,,2014,9,recent booking,7,40102,,,,,,,,,,
July,,2014,8,recent bookings,7,40102,,,,,,,,,,
July,,2014,26,records,7,40102,,,,,,,,,,
July,,2014,16,recycle,7,40102,,,,,,,,,,
July,,2014,11,Recycle,7,40102,,,,,,,,,,
July,,2014,32,recycling,7,40102,,,,,,,,,,
July,,2014,11,Recycling,7,40102,,,,,,,,,,
July,,2014,40,register of deeds,7,40102,,,,,,,,,,
July,,2014,36,report a crash online madison tn,7,40102,,,,,,,,,,
July,,2014,10,restaurant,7,40102,,,,,,,,,,
July,,2014,8,retirement,7,40102,,,,,,,,,,
July,,2014,12,retirement calculator,7,40102,,,,,,,,,,
July,,2014,14,rfp,7,40102,,,,,,,,,,
July,,2014,8,RFP,7,40102,,,,,,,,,,
July,,2014,8,Richard Hudson,7,40102,,,,,,,,,,
July,,2014,14,Riverfront park,7,40102,,,,,,,,,,
July,,2014,7,rodney,7,40102,,,,,,,,,,
July,,2014,8,ronya,7,40102,,,,,,,,,,
July,,2014,15,Roy dunaway,7,40102,,,,,,,,,,
July,,2014,28,salaries,7,40102,,,,,,,,,,
July,,2014,15,salary,7,40102,,,,,,,,,,
July,,2014,20,sale,7,40102,,,,,,,,,,
July,,2014,7,Sales and use tax payment,7,40102,,,,,,,,,,
July,,2014,8,sales lots,7,40102,,,,,,,,,,
July,,2014,32,sample ballot,7,40102,,,,,,,,,,
July,,2014,12,sample ballot aug 2014,7,40102,,,,,,,,,,
July,,2014,7,sandra campbell,7,40102,,,,,,,,,,
July,,2014,12,schools,7,40102,,,,,,,,,,
July,,2014,11,scott davis,7,40102,,,,,,,,,,
July,,2014,19,section 8,7,40102,,,,,,,,,,
July,,2014,15,self service,7,40102,,,,,,,,,,
July,,2014,9,septic,7,40102,,,,,,,,,,
July,,2014,9,sevier park,7,40102,,,,,,,,,,
July,,2014,10,sewer,7,40102,,,,,,,,,,
July,,2014,7,sewer charge,7,40102,,,,,,,,,,
July,,2014,14,sex offenders,7,40102,,,,,,,,,,
July,,2014,8,sexually oriented business license,7,40102,,,,,,,,,,
July,,2014,27,sheriff,7,40102,,,,,,,,,,
July,,2014,11,sheriff's office,7,40102,,,,,,,,,,
July,,2014,10,sidewalk sandwich board sign,7,40102,,,,,,,,,,
July,,2014,16,Sign Placement,7,40102,,,,,,,,,,
July,,2014,8,smoking rules,7,40102,,,,,,,,,,
July,,2014,25,solicitation of prostitution mug shot,7,40102,,,,,,,,,,
July,,2014,18,sportsplex,7,40102,,,,,,,,,,
July,,2014,8,staff,7,40102,,,,,,,,,,
July,,2014,28,stormwater,7,40102,,,,,,,,,,
July,,2014,8,supplier self service,7,40102,,,,,,,,,,
July,,2014,7,Surplus,7,40102,,,,,,,,,,
July,,2014,9,swim meet,7,40102,,,,,,,,,,
July,,2014,16,swimming pool,7,40102,,,,,,,,,,
July,,2014,12,swimming pools,7,40102,,,,,,,,,,
July,,2014,9,tags,7,40102,,,,,,,,,,
July,,2014,7,tax,7,40102,,,,,,,,,,
July,,2014,18,tax assessor,7,40102,,,,,,,,,,
July,,2014,8,Tax assessor,7,40102,,,,,,,,,,
July,,2014,8,tax records,7,40102,,,,,,,,,,
July,,2014,11,taxes,7,40102,,,,,,,,,,
July,,2014,14,taxi certificate,7,40102,,,,,,,,,,
July,,2014,10,the application for Metro Police Department,7,40102,,,,,,,,,,
July,,2014,24,Traffic,7,40102,,,,,,,,,,
July,,2014,23,traffic,7,40102,,,,,,,,,,
July,,2014,10,traffic accident reports,7,40102,,,,,,,,,,
July,,2014,8,traffic accidents,7,40102,,,,,,,,,,
July,,2014,27,traffic incidents,7,40102,,,,,,,,,,
July,,2014,18,traffic tickets,7,40102,,,,,,,,,,
July,,2014,10,transportation,7,40102,,,,,,,,,,
July,,2014,8,transportation licensing,7,40102,,,,,,,,,,
July,,2014,44,trash,7,40102,,,,,,,,,,
July,,2014,17,Trash,7,40102,,,,,,,,,,
July,,2014,9,trash collection,7,40102,,,,,,,,,,
July,,2014,25,trash pick up,7,40102,,,,,,,,,,
July,,2014,18,trash pickup,7,40102,,,,,,,,,,
July,,2014,10,Trash pickup,7,40102,,,,,,,,,,
July,,2014,8,travel,7,40102,,,,,,,,,,
July,,2014,10,travel authorization form,7,40102,,,,,,,,,,
July,,2014,9,travel authorizations,7,40102,,,,,,,,,,
July,,2014,35,trustee,7,40102,,,,,,,,,,
July,,2014,14,Trustee,7,40102,,,,,,,,,,
July,,2014,9,urban services district,7,40102,,,,,,,,,,
July,,2014,14,urban zoning overlay,7,40102,,,,,,,,,,
July,,2014,12,vacation,7,40102,,,,,,,,,,
July,,2014,17,vehicle registration,7,40102,,,,,,,,,,
July,,2014,18,vital records,7,40102,,,,,,,,,,
July,,2014,24,vital records name change,7,40102,,,,,,,,,,
July,,2014,11,vote,7,40102,,,,,,,,,,
July,,2014,8,vote employee,7,40102,,,,,,,,,,
July,,2014,15,voter registration,7,40102,,,,,,,,,,
July,,2014,30,voting,7,40102,,,,,,,,,,
July,,2014,14,warrant,7,40102,,,,,,,,,,
July,,2014,22,warrant search,7,40102,,,,,,,,,,
July,,2014,30,warrants,7,40102,,,,,,,,,,
July,,2014,11,Warrants,7,40102,,,,,,,,,,
July,,2014,8,waste,7,40102,,,,,,,,,,
July,,2014,47,water,7,40102,,,,,,,,,,
July,,2014,9,Water,7,40102,,,,,,,,,,
July,,2014,8,water main break,7,40102,,,,,,,,,,
July,,2014,8,water outage,7,40102,,,,,,,,,,
July,,2014,7,water rates,7,40102,,,,,,,,,,
July,,2014,10,water services,7,40102,,,,,,,,,,
July,,2014,59,wave country,7,40102,,,,,,,,,,
July,,2014,27,Wave country,7,40102,,,,,,,,,,
July,,2014,8,weather,7,40102,,,,,,,,,,
July,,2014,27,web pro,7,40102,,,,,,,,,,
July,,2014,9,wedding,7,40102,,,,,,,,,,
July,,2014,20,WEST END PL,7,40102,,,,,,,,,,
July,,2014,13,wic,7,40102,,,,,,,,,,
July,,2014,10,Wic,7,40102,,,,,,,,,,
July,,2014,13,William Hamilton,7,40102,,,,,,,,,,
July,,2014,72,zoning,7,40102,,,,,,,,,,
July,,2014,17,zoning code,7,40102,,,,,,,,,,
July,,2014,21,zoning map,7,40102,,,,,,,,,,
July,,2014,10,zoning ordinance,7,40102,,,,,,,,,,
June,,2014,7,28-Mar-14,6,40102,,,,,,,,,,
June,,2014,41,"""music city center""",6,40102,,,,,,,,,,
June,,2014,8,"-""Tolbert Hollow"" Historical Marker",6,40102,,,,,,,,,,
June,,2014,8,2509 Jenkins street,6,40102,,,,,,,,,,
June,,2014,11,about me,6,40102,,,,,,,,,,
June,,2014,41,accident report,6,40102,,,,,,,,,,
June,,2014,15,accident reports,6,40102,,,,,,,,,,
June,,2014,11,Adonis D holbrooks,6,40102,,,,,,,,,,
June,,2014,13,airport overlay,6,40102,,,,,,,,,,
June,,2014,9,alarm registration,6,40102,,,,,,,,,,
June,,2014,10,andre johnson,6,40102,,,,,,,,,,
June,,2014,134,animal control,6,40102,,,,,,,,,,
June,,2014,39,Animal control,6,40102,,,,,,,,,,
June,,2014,29,animal shelter,6,40102,,,,,,,,,,
June,,2014,15,application,6,40102,,,,,,,,,,
June,,2014,14,arrest,6,40102,,,,,,,,,,
June,,2014,11,Arrest,6,40102,,,,,,,,,,
June,,2014,12,arrest record,6,40102,,,,,,,,,,
June,,2014,64,arrest records,6,40102,,,,,,,,,,
June,,2014,8,Arrest records,6,40102,,,,,,,,,,
June,,2014,19,arrest records by name,6,40102,,,,,,,,,,
June,,2014,8,arrest reports,6,40102,,,,,,,,,,
June,,2014,9,arrested,6,40102,,,,,,,,,,
June,,2014,21,arrests,6,40102,,,,,,,,,,
June,,2014,10,arts commission,6,40102,,,,,,,,,,
June,,2014,9,asbestos,6,40102,,,,,,,,,,
June,,2014,10,assault,6,40102,,,,,,,,,,
June,,2014,7,assessment,6,40102,,,,,,,,,,
June,,2014,26,assessor,6,40102,,,,,,,,,,
June,,2014,16,Assessor,6,40102,,,,,,,,,,
June,,2014,12,assessor of property,6,40102,,,,,,,,,,
June,,2014,20,auction,6,40102,,,,,,,,,,
June,,2014,8,background,6,40102,,,,,,,,,,
June,,2014,17,background check,6,40102,,,,,,,,,,
June,,2014,35,benefits,6,40102,,,,,,,,,,
June,,2014,13,Bennie Randall Smith,6,40102,,,,,,,,,,
June,,2014,11,bidding,6,40102,,,,,,,,,,
June,,2014,8,bids,6,40102,,,,,,,,,,
June,,2014,23,birth certificate,6,40102,,,,,,,,,,
June,,2014,18,birth certificates,6,40102,,,,,,,,,,
June,,2014,19,booking,6,40102,,,,,,,,,,
June,,2014,8,born,6,40102,,,,,,,,,,
June,,2014,13,brush collection,6,40102,,,,,,,,,,
June,,2014,12,brush collection june 2014,6,40102,,,,,,,,,,
June,,2014,12,brush pick up,6,40102,,,,,,,,,,
June,,2014,16,brush pickup,6,40102,,,,,,,,,,
June,,2014,9,bsat,6,40102,,,,,,,,,,
June,,2014,19,budget,6,40102,,,,,,,,,,
June,,2014,10,budget book,6,40102,,,,,,,,,,
June,,2014,7,budget hearing,6,40102,,,,,,,,,,
June,,2014,15,building codes,6,40102,,,,,,,,,,
